transaction_id,date,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,source_system,source_txn_id,minute_bucket,match_signature,dupe_group_id,is_duplicate,unified_txn_id,customer_id_str,customer_id
TXN003889,2024-07-26,C09099,143.14,Yes,M0199,Los Angeles,GA,26597,5411,,CORE,C-TXN003889,2024-07-26,C09099|M0199|143.14|2024-07-26 00:00:00,,0,TXN003889,1614,1614
TXN003890,2024-12-02,C09573,31.75,Yes,M0237,Chicago,AZ,96386,5814,,VISA,V-TXN003890,2024-12-02,C09573|M0237|31.75|2024-12-02 00:00:00,,0,TXN003890,2162,2162
TXN003891,2024-03-07,C00674,109.31,Yes,M0068,Los Angeles,FL,49464,5411,,VISA,V-TXN003891,2024-03-07,C00674|M0068|109.31|2024-03-07 00:00:00,,0,TXN003891,1924,1924
TXN003892,2024-01-16,C04598,62.25,No,M0072,Atlanta,IL,90619,5814,,VISA,V-TXN003892,2024-01-16,C04598|M0072|62.25|2024-01-16 00:00:00,,0,TXN003892,860,860
TXN003893,2024-09-17,C07111,87.49,Yes,M0524,Dallas,AZ,89886,5411,,ATM,A-TXN003893,2024-09-17,C07111|M0524|87.49|2024-09-17 00:00:00,,0,TXN003893,1336,1336
TXN003894,2024-03-08,C09447,21.11,Yes,M0400,Houston,CA,56500,5814,,VISA,V-TXN003894,2024-03-08,C09447|M0400|21.11|2024-03-08 00:00:00,,0,TXN003894,258,258
TXN003895,2024-03-08,C09185,55.58,Yes,M0316,Phoenix,NY,21557,6011,,VISA,V-TXN003895,2024-03-08,C09185|M0316|55.58|2024-03-08 00:00:00,,0,TXN003895,2193,2193
TXN003896,2024-12-07,C02225,20.52,No,M0649,Los Angeles,GA,26037,5814,,CORE,C-TXN003896,2024-12-07,C02225|M0649|20.52|2024-12-07 00:00:00,,0,TXN003896,2551,2551
TXN003897,2024-10-03,C08539,65.86,Yes,M0252,Atlanta,AZ,67026,5999,,VISA,V-TXN003897,2024-10-03,C08539|M0252|65.86|2024-10-03 00:00:00,,0,TXN003897,2971,2971
TXN003898,2024-12-17,C06288,15.07,Yes,M0692,Houston,FL,39038,5411,,ATM,A-TXN003898,2024-12-17,C06288|M0692|15.07|2024-12-17 00:00:00,,0,TXN003898,2003,2003
TXN003899,2024-12-05,C07054,21.47,Yes,M0174,Dallas,GA,31087,5732,,ATM,A-TXN003899,2024-12-05,C07054|M0174|21.47|2024-12-05 00:00:00,,0,TXN003899,860,860
TXN003900,2024-03-25,C03341,41.46,Yes,M0321,Chicago,AZ,85190,5732,,CORE,C-TXN003900,2024-03-25,C03341|M0321|41.46|2024-03-25 00:00:00,,0,TXN003900,2662,2662
TXN003901,2024-12-12,C05027,67.26,Yes,M0362,Chicago,FL,74034,4111,,ATM,A-TXN003901,2024-12-12,C05027|M0362|67.26|2024-12-12 00:00:00,,0,TXN003901,1314,1314
TXN003902,2024-12-20,C06888,19.74,Yes,M0536,Los Angeles,GA,38776,5411,,VISA,V-TXN003902,2024-12-20,C06888|M0536|19.74|2024-12-20 00:00:00,,0,TXN003902,1705,1705
TXN003903,2024-01-15,C04332,178.99,Yes,M0027,Atlanta,IL,26528,4111,,ATM,A-TXN003903,2024-01-15,C04332|M0027|178.99|2024-01-15 00:00:00,,0,TXN003903,2822,2822
TXN003904,2024-12-12,C02429,36.32,Yes,M0549,Atlanta,TX,27877,5999,,VISA,V-TXN003904,2024-12-12,C02429|M0549|36.32|2024-12-12 00:00:00,,0,TXN003904,262,262
TXN003905,2024-07-16,C05871,80.13,No,M0411,Chicago,TX,98308,5999,,ATM,A-TXN003905,2024-07-16,C05871|M0411|80.13|2024-07-16 00:00:00,1100.0,0,TXN003905,2588,2588
TXN003906,2024-12-14,C07029,22.25,Yes,M0320,Dallas,AZ,59737,5999,,ATM,A-TXN003906,2024-12-14,C07029|M0320|22.25|2024-12-14 00:00:00,,0,TXN003906,1160,1160
TXN003907,2024-12-03,C06064,117.35,No,M0162,Dallas,FL,24717,6011,,CORE,C-TXN003907,2024-12-03,C06064|M0162|117.35|2024-12-03 00:00:00,,0,TXN003907,1665,1665
TXN003908,2024-06-16,C08169,72.06,Yes,M0226,Houston,FL,26648,5999,,VISA,V-TXN003908,2024-06-16,C08169|M0226|72.06|2024-06-16 00:00:00,,0,TXN003908,1360,1360
TXN003909,2024-08-07,C09969,227.69,Yes,M0533,Houston,AZ,72924,5732,,ATM,A-TXN003909,2024-08-07,C09969|M0533|227.69|2024-08-07 00:00:00,,0,TXN003909,490,490
TXN003910,2024-04-03,C07899,102.98,Yes,M0017,New York,TX,71289,4111,,VISA,V-TXN003910,2024-04-03,C07899|M0017|102.98|2024-04-03 00:00:00,,0,TXN003910,2003,2003
TXN003911,2024-07-10,C02166,329.49,Yes,M0505,Dallas,AZ,90051,6011,,CORE,C-TXN003911,2024-07-10,C02166|M0505|329.49|2024-07-10 00:00:00,,0,TXN003911,2270,2270
TXN003912,2024-02-07,C00072,143.89,No,M0599,Houston,NY,20941,5814,,ATM,A-TXN003912,2024-02-07,C00072|M0599|143.89|2024-02-07 00:00:00,,0,TXN003912,1360,1360
TXN003913,2024-12-23,C02807,70.41,Yes,M0336,Dallas,AZ,48917,5814,,CORE,C-TXN003913,2024-12-23,C02807|M0336|70.41|2024-12-23 00:00:00,,0,TXN003913,1147,1147
TXN003914,2024-11-20,C02632,30.39,No,M0428,Dallas,GA,77395,5411,,VISA,V-TXN003914,2024-11-20,C02632|M0428|30.39|2024-11-20 00:00:00,,0,TXN003914,2991,2991
TXN003915,2024-12-13,C06429,43.29,Yes,M0012,Chicago,TX,29194,5411,,VISA,V-TXN003915,2024-12-13,C06429|M0012|43.29|2024-12-13 00:00:00,,0,TXN003915,976,976
TXN003916,2024-08-13,C05635,47.66,No,M0222,New York,AZ,16403,5732,,ATM,A-TXN003916,2024-08-13,C05635|M0222|47.66|2024-08-13 00:00:00,,0,TXN003916,1547,1547
TXN003917,2024-03-06,C10005,205.49,Yes,M0536,Dallas,TX,45910,5814,,VISA,V-TXN003917,2024-03-06,C10005|M0536|205.49|2024-03-06 00:00:00,,0,TXN003917,1934,1934
TXN003918,2024-08-03,C05023,33.8,No,M0362,Houston,GA,67492,4111,,VISA,V-TXN003918,2024-08-03,C05023|M0362|33.8|2024-08-03 00:00:00,,0,TXN003918,1764,1764
TXN003919,2024-05-17,C07821,112.46,No,M0022,New York,GA,43657,5814,,CORE,C-TXN003919,2024-05-17,C07821|M0022|112.46|2024-05-17 00:00:00,,0,TXN003919,2263,2263
TXN003920,2024-01-20,C10463,80.96,Yes,M0209,Phoenix,NY,69264,5999,,CORE,C-TXN003920,2024-01-20,C10463|M0209|80.96|2024-01-20 00:00:00,,0,TXN003920,415,415
TXN003921,2024-09-12,C09169,25.08,No,M0452,Chicago,NY,70474,5999,,ATM,A-TXN003921,2024-09-12,C09169|M0452|25.08|2024-09-12 00:00:00,,0,TXN003921,627,627
TXN003922,2024-12-23,C01712,34.99,No,M0481,Los Angeles,NY,20948,5814,,CORE,C-TXN003922,2024-12-23,C01712|M0481|34.99|2024-12-23 00:00:00,,0,TXN003922,2774,2774
TXN003923,2024-11-04,C03587,36.72,Yes,M0601,Phoenix,TX,86464,5814,,VISA,V-TXN003923,2024-11-04,C03587|M0601|36.72|2024-11-04 00:00:00,,0,TXN003923,2433,2433
TXN003924,2024-03-28,C06146,25.8,No,M0568,Los Angeles,GA,85672,5411,,ATM,A-TXN003924,2024-03-28,C06146|M0568|25.8|2024-03-28 00:00:00,,0,TXN003924,1992,1992
TXN003925,2024-12-27,C05665,132.78,Yes,M0399,Dallas,TX,97068,6011,,ATM,A-TXN003925,2024-12-27,C05665|M0399|132.78|2024-12-27 00:00:00,,0,TXN003925,653,653
TXN003926,2024-04-23,C08226,40.06,Yes,M0361,Dallas,TX,64782,5814,,VISA,V-TXN003926,2024-04-23,C08226|M0361|40.06|2024-04-23 00:00:00,,0,TXN003926,691,691
TXN003927,2024-03-28,C02086,71.05,Yes,M0339,Houston,NY,12760,5411,,VISA,V-TXN003927,2024-03-28,C02086|M0339|71.05|2024-03-28 00:00:00,,0,TXN003927,513,513
TXN003928,2024-12-26,C02175,116.79,Yes,M0670,Houston,AZ,42480,5814,,CORE,C-TXN003928,2024-12-26,C02175|M0670|116.79|2024-12-26 00:00:00,,0,TXN003928,2445,2445
TXN003929,2024-01-07,C09934,287.18,Yes,M0329,Chicago,IL,26418,5814,,CORE,C-TXN003929,2024-01-07,C09934|M0329|287.18|2024-01-07 00:00:00,,0,TXN003929,810,810
TXN003930,2024-03-01,C11999,202.79,Yes,M0417,Phoenix,GA,32515,6011,,ATM,A-TXN003930,2024-03-01,C11999|M0417|202.79|2024-03-01 00:00:00,,0,TXN003930,2333,2333
TXN003931,2024-07-07,C04244,29.07,No,M0483,Los Angeles,GA,95936,6011,,CORE,C-TXN003931,2024-07-07,C04244|M0483|29.07|2024-07-07 00:00:00,,0,TXN003931,2910,2910
TXN003932,2024-03-21,C07818,189.62,No,M0048,Phoenix,GA,36050,5814,,VISA,V-TXN003932,2024-03-21,C07818|M0048|189.62|2024-03-21 00:00:00,1472.0,0,TXN003932,400,400
TXN003933,2024-03-05,C06100,159.73,Yes,M0456,Phoenix,FL,90917,5999,,ATM,A-TXN003933,2024-03-05,C06100|M0456|159.73|2024-03-05 00:00:00,,0,TXN003933,2722,2722
TXN003934,2024-09-17,C04592,12.43,Yes,M0108,Atlanta,FL,72415,5732,,CORE,C-TXN003934,2024-09-17,C04592|M0108|12.43|2024-09-17 00:00:00,,0,TXN003934,503,503
TXN003935,2024-12-01,C02108,182.75,Yes,M0614,Houston,FL,67423,5814,,CORE,C-TXN003935,2024-12-01,C02108|M0614|182.75|2024-12-01 00:00:00,,0,TXN003935,40,40
TXN003936,2024-10-04,C00450,71.16,No,M0425,Chicago,TX,74469,5732,,ATM,A-TXN003936,2024-10-04,C00450|M0425|71.16|2024-10-04 00:00:00,,0,TXN003936,349,349
TXN003937,2024-02-10,C04846,27.01,Yes,M0528,Chicago,TX,66990,5814,,CORE,C-TXN003937,2024-02-10,C04846|M0528|27.01|2024-02-10 00:00:00,,0,TXN003937,222,222
TXN003938,2024-12-04,C08893,439.22,No,M0307,Dallas,CA,47695,5411,,CORE,C-TXN003938,2024-12-04,C08893|M0307|439.22|2024-12-04 00:00:00,1683.0,1,TXN_DUP000027,2999,2999
TXN003939,2024-12-07,C08883,39.9,No,M0135,Atlanta,TX,54355,6011,,ATM,A-TXN003939,2024-12-07,C08883|M0135|39.9|2024-12-07 00:00:00,1678.0,0,TXN003939,1466,1466
TXN003940,2024-04-23,C06411,26.63,No,M0687,Dallas,TX,63656,5814,,VISA,V-TXN003940,2024-04-23,C06411|M0687|26.63|2024-04-23 00:00:00,,0,TXN003940,64,64
TXN003941,2024-08-21,C02764,25.2,Yes,M0377,Phoenix,AZ,69854,5814,,CORE,C-TXN003941,2024-08-21,C02764|M0377|25.2|2024-08-21 00:00:00,534.0,1,TXN_DUP000376,1028,1028
TXN003942,2024-07-19,C11972,69.78,Yes,M0421,Dallas,GA,46778,5732,,VISA,V-TXN003942,2024-07-19,C11972|M0421|69.78|2024-07-19 00:00:00,2254.0,0,TXN003942,1968,1968
TXN003943,2024-10-02,C08127,25.37,No,M0175,Chicago,NY,25917,5814,,ATM,A-TXN003943,2024-10-02,C08127|M0175|25.37|2024-10-02 00:00:00,,0,TXN003943,1480,1480
TXN003944,2024-12-16,C05267,68.69,Yes,M0382,Dallas,IL,54441,6011,,ATM,A-TXN003944,2024-12-16,C05267|M0382|68.69|2024-12-16 00:00:00,,0,TXN003944,2927,2927
TXN003945,2024-12-02,C06639,116.91,Yes,M0047,Phoenix,CA,55331,5814,,VISA,V-TXN003945,2024-12-02,C06639|M0047|116.91|2024-12-02 00:00:00,,0,TXN003945,1008,1008
TXN003946,2024-07-03,C06929,247.52,No,M0556,Atlanta,AZ,76132,5411,,CORE,C-TXN003946,2024-07-03,C06929|M0556|247.52|2024-07-03 00:00:00,,0,TXN003946,1042,1042
TXN003947,2024-02-09,C11515,46.66,Yes,M0476,Houston,GA,94045,4111,,ATM,A-TXN003947,2024-02-09,C11515|M0476|46.66|2024-02-09 00:00:00,2167.0,0,TXN003947,1024,1024
TXN003948,2024-05-13,C00684,308.05,Yes,M0132,Dallas,NY,43269,5814,,VISA,V-TXN003948,2024-05-13,C00684|M0132|308.05|2024-05-13 00:00:00,,0,TXN003948,1366,1366
TXN003949,2024-06-02,C09405,370.14,Yes,M0364,Los Angeles,AZ,69752,4111,,ATM,A-TXN003949,2024-06-02,C09405|M0364|370.14|2024-06-02 00:00:00,,0,TXN003949,1034,1034
TXN003950,2024-08-21,C10480,80.94,Yes,M0636,Chicago,NY,57130,5814,,CORE,C-TXN003950,2024-08-21,C10480|M0636|80.94|2024-08-21 00:00:00,,0,TXN003950,1907,1907
TXN003951,2024-12-17,C09416,38.82,Yes,M0145,Los Angeles,TX,92159,5814,,ATM,A-TXN003951,2024-12-17,C09416|M0145|38.82|2024-12-17 00:00:00,,0,TXN003951,2830,2830
TXN003952,2024-04-17,C10682,163.42,Yes,M0354,Los Angeles,TX,41206,5732,,CORE,C-TXN003952,2024-04-17,C10682|M0354|163.42|2024-04-17 00:00:00,,0,TXN003952,2995,2995
TXN003953,2024-08-16,C10590,14.38,No,M0010,Houston,AZ,96118,5814,,VISA,V-TXN003953,2024-08-16,C10590|M0010|14.38|2024-08-16 00:00:00,,0,TXN003953,351,351
TXN003954,2024-04-17,C02169,56.48,Yes,M0414,New York,IL,33447,6011,,CORE,C-TXN003954,2024-04-17,C02169|M0414|56.48|2024-04-17 00:00:00,426.0,0,TXN003954,2147,2147
TXN003955,2024-12-09,C01651,90.36,Yes,M0605,New York,IL,33301,4111,,CORE,C-TXN003955,2024-12-09,C01651|M0605|90.36|2024-12-09 00:00:00,,0,TXN003955,2877,2877
TXN003956,2024-12-20,C10281,328.4,Yes,M0179,Atlanta,GA,76515,5999,,VISA,V-TXN003956,2024-12-20,C10281|M0179|328.4|2024-12-20 00:00:00,1930.0,0,TXN003956,898,898
TXN003957,2024-12-06,C04248,105.1,Yes,M0116,Chicago,CA,65606,5814,,VISA,V-TXN003957,2024-12-06,C04248|M0116|105.1|2024-12-06 00:00:00,,0,TXN003957,349,349
TXN003958,2024-05-17,C04267,31.03,No,M0582,Houston,FL,13806,5999,,CORE,C-TXN003958,2024-05-17,C04267|M0582|31.03|2024-05-17 00:00:00,,0,TXN003958,577,577
TXN003959,2024-04-11,C02385,163.65,No,M0660,Dallas,NY,85730,5999,,CORE,C-TXN003959,2024-04-11,C02385|M0660|163.65|2024-04-11 00:00:00,,0,TXN003959,1699,1699
TXN003960,2024-06-25,C11638,95.77,Yes,M0279,Phoenix,CA,64048,4111,,ATM,A-TXN003960,2024-06-25,C11638|M0279|95.77|2024-06-25 00:00:00,,0,TXN003960,2224,2224
TXN003961,2024-11-04,C06238,169.88,Yes,M0315,Houston,AZ,57294,5999,,ATM,A-TXN003961,2024-11-04,C06238|M0315|169.88|2024-11-04 00:00:00,,0,TXN003961,2095,2095
TXN003962,2024-01-01,C09193,105.22,Yes,M0068,New York,GA,56298,5732,,ATM,A-TXN003962,2024-01-01,C09193|M0068|105.22|2024-01-01 00:00:00,,0,TXN003962,1242,1242
TXN003963,2024-12-28,C07915,44.17,Yes,M0139,Phoenix,TX,30962,5411,,VISA,V-TXN003963,2024-12-28,C07915|M0139|44.17|2024-12-28 00:00:00,1489.0,0,TXN003963,1245,1245
TXN003964,2024-12-22,C01801,19.92,Yes,M0340,New York,IL,12249,5411,,ATM,A-TXN003964,2024-12-22,C01801|M0340|19.92|2024-12-22 00:00:00,,0,TXN003964,190,190
TXN003965,2024-01-14,C05570,104.15,Yes,M0624,Dallas,FL,60875,5814,,ATM,A-TXN003965,2024-01-14,C05570|M0624|104.15|2024-01-14 00:00:00,,0,TXN003965,2948,2948
TXN003966,2024-06-27,C06142,28.17,Yes,M0194,Atlanta,TX,35602,6011,,VISA,V-TXN003966,2024-06-27,C06142|M0194|28.17|2024-06-27 00:00:00,,0,TXN003966,86,86
TXN003967,2024-10-05,C01184,15.41,Yes,M0488,Atlanta,GA,35886,6011,,CORE,C-TXN003967,2024-10-05,C01184|M0488|15.41|2024-10-05 00:00:00,,0,TXN003967,545,545
TXN003968,2024-03-25,C05339,37.71,Yes,M0020,Houston,IL,52717,5814,,CORE,C-TXN003968,2024-03-25,C05339|M0020|37.71|2024-03-25 00:00:00,,0,TXN003968,1954,1954
TXN003969,2024-03-21,C02473,40.5,Yes,M0167,Dallas,AZ,56429,6011,,ATM,A-TXN003969,2024-03-21,C02473|M0167|40.5|2024-03-21 00:00:00,,0,TXN003969,2655,2655
TXN003970,2024-09-16,C09227,401.61,Yes,M0467,Phoenix,TX,14762,5732,,CORE,C-TXN003970,2024-09-16,C09227|M0467|401.61|2024-09-16 00:00:00,,0,TXN003970,2378,2378
TXN003971,2024-12-07,C07105,76.31,No,M0013,Chicago,IL,94112,4111,,ATM,A-TXN003971,2024-12-07,C07105|M0013|76.31|2024-12-07 00:00:00,,0,TXN003971,2467,2467
TXN003972,2024-12-20,C02164,378.48,Yes,M0512,Houston,NY,44922,6011,,VISA,V-TXN003972,2024-12-20,C02164|M0512|378.48|2024-12-20 00:00:00,,0,TXN003972,535,535
TXN003973,2024-01-11,C08933,128.43,No,M0261,Houston,IL,65742,6011,,VISA,V-TXN003973,2024-01-11,C08933|M0261|128.43|2024-01-11 00:00:00,,0,TXN003973,1073,1073
TXN003974,2024-12-06,C11538,64.57,Yes,M0674,New York,FL,83846,5411,,ATM,A-TXN003974,2024-12-06,C11538|M0674|64.57|2024-12-06 00:00:00,,0,TXN003974,844,844
TXN003975,2024-08-17,C03080,36.75,No,M0166,Dallas,AZ,65111,5999,,ATM,A-TXN003975,2024-08-17,C03080|M0166|36.75|2024-08-17 00:00:00,,0,TXN003975,733,733
TXN003976,2024-03-14,C11547,30.31,Yes,M0240,New York,IL,78675,5411,,ATM,A-TXN003976,2024-03-14,C11547|M0240|30.31|2024-03-14 00:00:00,,0,TXN003976,1026,1026
TXN003977,2024-09-10,C11017,31.36,Yes,M0308,Dallas,CA,99109,5411,,VISA,V-TXN003977,2024-09-10,C11017|M0308|31.36|2024-09-10 00:00:00,,0,TXN003977,2916,2916
TXN003978,2024-12-13,C07470,168.13,Yes,M0316,Los Angeles,FL,79130,5411,,VISA,V-TXN003978,2024-12-13,C07470|M0316|168.13|2024-12-13 00:00:00,,0,TXN003978,2202,2202
TXN003979,2024-04-02,C11653,50.38,Yes,M0092,Dallas,TX,24626,5411,,CORE,C-TXN003979,2024-04-02,C11653|M0092|50.38|2024-04-02 00:00:00,,0,TXN003979,145,145
TXN003980,2024-04-18,C02700,57.99,Yes,M0201,Los Angeles,CA,20238,5411,,ATM,A-TXN003980,2024-04-18,C02700|M0201|57.99|2024-04-18 00:00:00,,0,TXN003980,1323,1323
TXN003981,2024-10-25,C10666,86.82,No,M0387,Dallas,FL,28746,6011,,VISA,V-TXN003981,2024-10-25,C10666|M0387|86.82|2024-10-25 00:00:00,,0,TXN003981,1633,1633
TXN003982,2024-01-19,C09587,14.61,Yes,M0151,Houston,GA,36405,5999,,VISA,V-TXN003982,2024-01-19,C09587|M0151|14.61|2024-01-19 00:00:00,,0,TXN003982,1339,1339
TXN003983,2024-12-14,C05592,61.51,Yes,M0506,Houston,NY,98714,4111,,VISA,V-TXN003983,2024-12-14,C05592|M0506|61.51|2024-12-14 00:00:00,,0,TXN003983,1913,1913
TXN003984,2024-10-13,C01489,11.29,Yes,M0561,Atlanta,FL,26630,4111,,VISA,V-TXN003984,2024-10-13,C01489|M0561|11.29|2024-10-13 00:00:00,306.0,1,TXN_DUP000999,726,726
TXN003985,2024-12-09,C03375,119.27,No,M0311,Los Angeles,GA,63918,5411,,ATM,A-TXN003985,2024-12-09,C03375|M0311|119.27|2024-12-09 00:00:00,,0,TXN003985,1858,1858
TXN003986,2024-03-07,C06692,11.85,Yes,M0092,Phoenix,NY,19623,6011,,CORE,C-TXN003986,2024-03-07,C06692|M0092|11.85|2024-03-07 00:00:00,,0,TXN003986,1610,1610
TXN003987,2024-12-10,C04678,107.69,Yes,M0495,Los Angeles,NY,79920,5411,,VISA,V-TXN003987,2024-12-10,C04678|M0495|107.69|2024-12-10 00:00:00,883.0,0,TXN003987,807,807
TXN003988,2024-06-12,C01824,27.93,Yes,M0079,Atlanta,CA,75302,5732,,CORE,C-TXN003988,2024-06-12,C01824|M0079|27.93|2024-06-12 00:00:00,,0,TXN003988,2586,2586
TXN003989,2024-03-11,C04834,143.94,Yes,M0354,Phoenix,IL,73349,5732,,ATM,A-TXN003989,2024-03-11,C04834|M0354|143.94|2024-03-11 00:00:00,,0,TXN003989,1758,1758
TXN003990,2024-12-07,C06956,40.43,Yes,M0085,Chicago,CA,53231,5999,,ATM,A-TXN003990,2024-12-07,C06956|M0085|40.43|2024-12-07 00:00:00,1316.0,0,TXN003990,2966,2966
TXN003991,2024-10-28,C04496,197.9,Yes,M0186,New York,TX,56839,5411,,ATM,A-TXN003991,2024-10-28,C04496|M0186|197.9|2024-10-28 00:00:00,,0,TXN003991,2763,2763
TXN003992,2024-03-25,C11847,117.35,Yes,M0424,Atlanta,AZ,83134,6011,,VISA,V-TXN003992,2024-03-25,C11847|M0424|117.35|2024-03-25 00:00:00,2225.0,0,TXN003992,1814,1814
TXN003993,2024-03-19,C08032,28.86,Yes,M0329,Atlanta,AZ,71028,5411,,VISA,V-TXN003993,2024-03-19,C08032|M0329|28.86|2024-03-19 00:00:00,1509.0,1,TXN_DUP001774,344,344
TXN003994,2024-04-14,C09873,182.8,No,M0146,Atlanta,TX,12465,5999,,CORE,C-TXN003994,2024-04-14,C09873|M0146|182.8|2024-04-14 00:00:00,,0,TXN003994,954,954
TXN003995,2024-12-14,C04768,11.65,Yes,M0207,Los Angeles,GA,26517,5999,,VISA,V-TXN003995,2024-12-14,C04768|M0207|11.65|2024-12-14 00:00:00,,0,TXN003995,1139,1139
TXN003996,2024-12-07,C05530,87.57,Yes,M0312,Chicago,NY,58450,5732,,ATM,A-TXN003996,2024-12-07,C05530|M0312|87.57|2024-12-07 00:00:00,,0,TXN003996,1290,1290
TXN003997,2024-05-11,C07625,157.25,Yes,M0234,New York,GA,35348,5999,,ATM,A-TXN003997,2024-05-11,C07625|M0234|157.25|2024-05-11 00:00:00,,0,TXN003997,482,482
TXN003998,2024-07-08,C11405,21.1,Yes,M0163,Phoenix,CA,89297,4111,,ATM,A-TXN003998,2024-07-08,C11405|M0163|21.1|2024-07-08 00:00:00,,0,TXN003998,1134,1134
TXN003999,2024-04-25,C07154,13.7,Yes,M0364,Houston,NY,73228,5411,,CORE,C-TXN003999,2024-04-25,C07154|M0364|13.7|2024-04-25 00:00:00,,0,TXN003999,405,405
TXN004000,2024-11-21,C10969,185.7,Yes,M0394,Phoenix,IL,78748,5814,,CORE,C-TXN004000,2024-11-21,C10969|M0394|185.7|2024-11-21 00:00:00,,0,TXN004000,1981,1981
TXN004001,2024-03-18,C11020,38.12,Yes,M0263,Houston,GA,18258,5732,,VISA,V-TXN004001,2024-03-18,C11020|M0263|38.12|2024-03-18 00:00:00,,0,TXN004001,1659,1659
TXN004002,2024-05-06,C04062,97.54,Yes,M0568,Los Angeles,FL,95112,5411,,CORE,C-TXN004002,2024-05-06,C04062|M0568|97.54|2024-05-06 00:00:00,,0,TXN004002,717,717
TXN004003,2024-09-07,C05940,155.41,Yes,M0333,Dallas,IL,36171,4111,,CORE,C-TXN004003,2024-09-07,C05940|M0333|155.41|2024-09-07 00:00:00,,0,TXN004003,1858,1858
TXN004004,2024-12-26,C08728,19.35,No,M0634,Los Angeles,CA,33499,5814,,ATM,A-TXN004004,2024-12-26,C08728|M0634|19.35|2024-12-26 00:00:00,,0,TXN004004,2811,2811
TXN004005,2024-09-17,C05675,47.91,No,M0278,New York,CA,48680,6011,,VISA,V-TXN004005,2024-09-17,C05675|M0278|47.91|2024-09-17 00:00:00,,0,TXN004005,1158,1158
TXN004006,2024-12-25,C09851,113.84,Yes,M0383,Phoenix,TX,26932,5814,,ATM,A-TXN004006,2024-12-25,C09851|M0383|113.84|2024-12-25 00:00:00,,0,TXN004006,2561,2561
TXN004007,2024-12-05,C11653,16.39,Yes,M0630,Los Angeles,IL,82367,5411,,ATM,A-TXN004007,2024-12-05,C11653|M0630|16.39|2024-12-05 00:00:00,,0,TXN004007,284,284
TXN004008,2024-11-11,C04719,120.39,Yes,M0279,New York,GA,53917,5999,,CORE,C-TXN004008,2024-11-11,C04719|M0279|120.39|2024-11-11 00:00:00,,0,TXN004008,2774,2774
TXN004009,2024-04-12,C05409,180.04,Yes,M0300,Phoenix,TX,98840,5999,,ATM,A-TXN004009,2024-04-12,C05409|M0300|180.04|2024-04-12 00:00:00,,0,TXN004009,1959,1959
TXN004010,2024-10-28,C09713,136.71,Yes,M0219,Houston,IL,25646,5411,,ATM,A-TXN004010,2024-10-28,C09713|M0219|136.71|2024-10-28 00:00:00,,0,TXN004010,124,124
TXN004011,2024-03-23,C11423,31.86,Yes,M0639,New York,CA,83463,6011,,VISA,V-TXN004011,2024-03-23,C11423|M0639|31.86|2024-03-23 00:00:00,,0,TXN004011,1556,1556
TXN004012,2024-05-03,C05641,155.92,Yes,M0237,Houston,GA,82321,6011,,CORE,C-TXN004012,2024-05-03,C05641|M0237|155.92|2024-05-03 00:00:00,,0,TXN004012,1356,1356
TXN004013,2024-11-18,C08227,103.72,Yes,M0021,Los Angeles,IL,97271,5814,,CORE,C-TXN004013,2024-11-18,C08227|M0021|103.72|2024-11-18 00:00:00,,0,TXN004013,1883,1883
TXN004014,2024-12-24,C02568,120.01,No,M0381,Atlanta,NY,52174,5814,,CORE,C-TXN004014,2024-12-24,C02568|M0381|120.01|2024-12-24 00:00:00,505.0,1,DUP-TXN004014-1,2362,2362
TXN004015,2024-06-14,C08337,120.13,No,M0083,Chicago,FL,13341,5411,,ATM,A-TXN004015,2024-06-14,C08337|M0083|120.13|2024-06-14 00:00:00,,0,TXN004015,1970,1970
TXN004016,2024-08-16,C06736,57.82,No,M0567,Chicago,IL,94293,5999,,VISA,V-TXN004016,2024-08-16,C06736|M0567|57.82|2024-08-16 00:00:00,,0,TXN004016,1705,1705
TXN004017,2024-06-05,C03092,195.08,No,M0479,Dallas,NY,92804,5814,,CORE,C-TXN004017,2024-06-05,C03092|M0479|195.08|2024-06-05 00:00:00,,0,TXN004017,610,610
TXN004018,2024-07-28,C04571,20.58,No,M0252,Atlanta,CA,35032,5411,,ATM,A-TXN004018,2024-07-28,C04571|M0252|20.58|2024-07-28 00:00:00,853.0,0,TXN004018,1682,1682
TXN004019,2024-08-16,C11512,264.98,Yes,M0050,Phoenix,CA,56167,5411,,ATM,A-TXN004019,2024-08-16,C11512|M0050|264.98|2024-08-16 00:00:00,,0,TXN004019,2114,2114
TXN004020,2024-10-07,C04430,10.54,Yes,M0018,Chicago,AZ,54311,6011,,VISA,V-TXN004020,2024-10-07,C04430|M0018|10.54|2024-10-07 00:00:00,,0,TXN004020,245,245
TXN004021,2024-11-19,C07190,126.98,Yes,M0249,Houston,NY,37054,6011,,CORE,C-TXN004021,2024-11-19,C07190|M0249|126.98|2024-11-19 00:00:00,,0,TXN004021,974,974
TXN004022,2024-12-07,C00438,26.48,Yes,M0614,Houston,NY,42382,4111,,CORE,C-TXN004022,2024-12-07,C00438|M0614|26.48|2024-12-07 00:00:00,,0,TXN004022,2407,2407
TXN004023,2024-06-06,C00881,15.34,Yes,M0503,Dallas,CA,85979,5999,,VISA,V-TXN004023,2024-06-06,C00881|M0503|15.34|2024-06-06 00:00:00,,0,TXN004023,1345,1345
