dispute_id,transaction_id,feedback,dispute_raised,dispute_resolved,status,resolution_days,reason_code_std,reason_category,status_std,unified_txn_id
DISP00440,TXN_DUP001705,Duplicate Charge,2024-11-08,2024-12-22,Resolved,44,DUPLICATE_CHARGE,Billing,CLOSED,TXN000037
DISP00441,TXN002881,Merchant Error,2024-08-07,2024-08-30,Resolved,23,OTHER,Other,CLOSED,TXN002881
DISP00442,TXN002970,Duplicate Charge,2024-08-21,2024-09-20,Resolved,30,DUPLICATE_CHARGE,Billing,CLOSED,TXN002970
DISP00443,TXN015160,Merchant Error,2024-08-07,2024-08-30,Resolved,23,OTHER,Other,CLOSED,TXN015160
DISP00444,TXN017399,Merchant Error,2024-03-25,2024-04-15,Resolved,21,OTHER,Other,CLOSED,TXN017399
DISP00445,TXN010961,Merchant Error,2024-08-14,2024-09-04,Resolved,21,OTHER,Other,CLOSED,TXN010961
DISP00446,TXN016779,Unauthorized,2024-02-03,2024-02-17,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016779
DISP00447,TXN002793,Duplicate Charge,2024-05-07,2024-06-14,Resolved,38,DUPLICATE_CHARGE,Billing,CLOSED,TXN002793
DISP00448,TXN008858,Merchant Error,2024-09-13,2024-10-04,Resolved,21,OTHER,Other,CLOSED,TXN008858
DISP00449,TXN002855,Merchant Error,2024-12-27,2025-01-21,Resolved,25,OTHER,Other,CLOSED,TXN002855
DISP00450,TXN013722,Unauthorized,2024-10-11,2024-10-25,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN013722
DISP00451,TXN004076,Merchant Error,2024-03-18,2024-04-10,Resolved,23,OTHER,Other,CLOSED,TXN004076
DISP00452,TXN011467,Merchant Error,2024-02-08,2024-03-07,Resolved,28,OTHER,Other,CLOSED,TXN011467
DISP00453,TXN002965,Merchant Error,2024-12-01,2024-12-27,Resolved,26,OTHER,Other,CLOSED,TXN002965
DISP00454,TXN_DUP001953,Duplicate Charge,2024-03-14,2024-04-21,Resolved,38,DUPLICATE_CHARGE,Billing,CLOSED,TXN004152
DISP00455,TXN005895,Merchant Error,2024-02-10,2024-03-11,Resolved,30,OTHER,Other,CLOSED,TXN005895
DISP00456,TXN007853,Merchant Error,2024-12-25,2025-01-20,Resolved,26,OTHER,Other,CLOSED,TXN007853
DISP00457,TXN003852,Unauthorized,2024-12-22,2025-01-08,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003852
DISP00458,TXN001944,Unauthorized,2024-04-03,2024-04-15,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN001944
DISP00459,TXN002903,Unauthorized,2024-11-11,2024-11-27,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN002903
DISP00460,TXN003927,Merchant Error,2024-03-28,2024-04-20,Resolved,23,OTHER,Other,CLOSED,TXN003927
DISP00461,TXN005023,Unauthorized,2024-12-02,2024-12-20,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN005023
DISP00462,TXN005265,Merchant Error,2024-04-25,2024-05-19,Resolved,24,OTHER,Other,CLOSED,TXN005265
DISP00463,TXN004522,Unauthorized,2024-03-26,2024-04-08,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN004522
DISP00464,TXN018913,Unauthorized,2024-03-05,2024-03-16,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018913
DISP00465,TXN012349,Unauthorized,2024-05-01,2024-05-17,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012349
DISP00466,TXN013222,Merchant Error,2024-03-11,2024-04-09,Resolved,29,OTHER,Other,CLOSED,TXN013222
DISP00467,TXN004214,Merchant Error,2024-02-19,2024-03-18,Resolved,28,OTHER,Other,CLOSED,TXN004214
DISP00468,TXN014873,Merchant Error,2024-03-09,2024-04-03,Resolved,25,OTHER,Other,CLOSED,TXN014873
DISP00469,TXN011404,Merchant Error,2024-03-08,2024-04-03,Resolved,26,OTHER,Other,CLOSED,TXN011404
DISP00470,TXN003487,Merchant Error,2024-04-25,2024-05-24,Resolved,29,OTHER,Other,CLOSED,TXN003487
DISP00471,TXN018686,Unauthorized,2024-01-14,2024-01-26,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018686
DISP00472,TXN017110,Duplicate Charge,2024-02-19,2024-03-22,Resolved,32,DUPLICATE_CHARGE,Billing,CLOSED,TXN017110
DISP00473,TXN010352,Duplicate Charge,2024-01-19,2024-02-23,Resolved,35,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001939
DISP00474,TXN017870,Unauthorized,2024-03-18,2024-04-06,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN017870
DISP00475,TXN003518,Merchant Error,2024-05-17,2024-06-14,Resolved,28,OTHER,Other,CLOSED,TXN003518
DISP00476,TXN014216,Merchant Error,2024-05-10,2024-06-06,Resolved,27,OTHER,Other,CLOSED,TXN014216
DISP00477,TXN010721,Merchant Error,2024-12-20,2025-01-12,Resolved,23,OTHER,Other,CLOSED,TXN010721
DISP00478,TXN017198,Merchant Error,2024-02-14,2024-03-10,Resolved,25,OTHER,Other,CLOSED,TXN017198
DISP00479,TXN004254,Merchant Error,2024-08-18,2024-09-13,Resolved,26,OTHER,Other,CLOSED,TXN004254
DISP00480,TXN008708,Unauthorized,2024-12-21,2025-01-08,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008708
DISP00481,TXN005390,Merchant Error,2024-02-08,2024-03-09,Resolved,30,OTHER,Other,CLOSED,TXN005390
DISP00482,TXN013996,Merchant Error,2024-03-22,2024-04-17,Resolved,26,OTHER,Other,CLOSED,TXN013996
DISP00483,TXN007221,Unauthorized,2024-08-06,2024-08-21,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN007221
DISP00484,TXN011190,Merchant Error,2024-10-26,2024-11-25,Resolved,30,OTHER,Other,CLOSED,TXN011190
DISP00485,TXN000262,Merchant Error,2024-02-01,2024-02-24,Resolved,23,OTHER,Other,CLOSED,TXN000262
DISP00486,TXN017578,Merchant Error,2024-12-09,2025-01-05,Resolved,27,OTHER,Other,CLOSED,TXN017578
DISP00487,TXN012789,Unauthorized,2024-06-13,2024-06-23,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012789
DISP00488,TXN002313,Unauthorized,2024-12-24,2025-01-03,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN002313
DISP00489,TXN005478,Merchant Error,2024-02-13,2024-03-11,Resolved,27,OTHER,Other,CLOSED,TXN005478
DISP00490,TXN015244,Merchant Error,2024-08-21,2024-09-11,Resolved,21,OTHER,Other,CLOSED,TXN015244
DISP00491,TXN_DUP000804,Duplicate Charge,2024-11-13,2024-12-28,Resolved,45,DUPLICATE_CHARGE,Billing,CLOSED,TXN015279
DISP00492,TXN019523,Merchant Error,2024-03-16,2024-04-08,Resolved,23,OTHER,Other,CLOSED,TXN019523
DISP00493,TXN014851,Merchant Error,2024-03-13,2024-04-09,Resolved,27,OTHER,Other,CLOSED,TXN014851
DISP00494,TXN018273,Unauthorized,2024-12-05,2024-12-15,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018273
DISP00495,TXN_DUP001757,Duplicate Charge,2024-12-20,2025-02-02,Resolved,44,DUPLICATE_CHARGE,Billing,CLOSED,TXN013695
DISP00496,TXN011674,Merchant Error,2024-06-21,2024-07-16,Resolved,25,OTHER,Other,CLOSED,TXN011674
DISP00497,TXN006563,Unauthorized,2024-06-16,2024-07-02,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006563
DISP00498,TXN002975,Unauthorized,2024-05-19,2024-06-03,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN002975
DISP00499,TXN004275,Unauthorized,2024-05-13,2024-05-28,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN004275
DISP00500,TXN016383,Unauthorized,2024-03-06,2024-03-18,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016383
DISP00501,TXN_DUP000331,Duplicate Charge,2024-01-02,2024-02-06,Resolved,35,DUPLICATE_CHARGE,Billing,CLOSED,TXN019613
DISP00502,TXN009706,Unauthorized,2024-05-25,2024-06-12,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN009706
DISP00503,TXN016948,Merchant Error,2024-02-11,2024-03-06,Resolved,24,OTHER,Other,CLOSED,TXN016948
DISP00504,TXN017406,Merchant Error,2024-08-19,2024-09-09,Resolved,21,OTHER,Other,CLOSED,TXN017406
DISP00505,TXN016796,Merchant Error,2024-12-27,2025-01-20,Resolved,24,OTHER,Other,CLOSED,TXN016796
DISP00506,TXN007395,Merchant Error,2024-01-05,2024-02-01,Resolved,27,OTHER,Other,CLOSED,TXN007395
DISP00507,TXN014497,Merchant Error,2024-08-04,2024-08-30,Resolved,26,OTHER,Other,CLOSED,TXN014497
DISP00508,TXN007397,Unauthorized,2024-12-09,2024-12-26,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN007397
DISP00509,TXN008584,Merchant Error,2024-12-01,2024-12-28,Resolved,27,OTHER,Other,CLOSED,TXN008584
DISP00510,TXN011362,Duplicate Charge,2024-01-08,2024-02-08,Resolved,31,DUPLICATE_CHARGE,Billing,CLOSED,TXN011362
DISP00511,TXN002099,Merchant Error,2024-07-27,2024-08-25,Resolved,29,OTHER,Other,CLOSED,TXN002099
DISP00512,TXN002240,Merchant Error,2024-12-24,2025-01-21,Resolved,28,OTHER,Other,CLOSED,TXN002240
DISP00513,TXN007529,Unauthorized,2024-12-18,2024-12-31,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN007529
DISP00514,TXN011586,Merchant Error,2024-03-24,2024-04-22,Resolved,29,OTHER,Other,CLOSED,TXN011586
DISP00515,TXN_DUP001523,Duplicate Charge,2024-09-18,2024-10-26,Resolved,38,DUPLICATE_CHARGE,Billing,CLOSED,TXN018705
DISP00516,TXN018810,Unauthorized,2024-04-03,2024-04-13,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018810
DISP00517,TXN003919,Unauthorized,2024-05-17,2024-06-03,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003919
DISP00518,TXN018269,Unauthorized,2024-09-13,2024-09-26,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018269
DISP00519,TXN002297,Duplicate Charge,2024-12-12,2025-01-22,Resolved,41,DUPLICATE_CHARGE,Billing,CLOSED,TXN002297
DISP00520,TXN001762,Unauthorized,2024-11-25,2024-12-08,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN001762
DISP00521,TXN004975,Merchant Error,2024-01-26,2024-02-25,Resolved,30,OTHER,Other,CLOSED,TXN004975
DISP00522,TXN006204,Unauthorized,2024-09-02,2024-09-13,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006204
DISP00523,TXN008590,Merchant Error,2024-12-25,2025-01-20,Resolved,26,OTHER,Other,CLOSED,TXN008590
DISP00524,TXN008864,Merchant Error,2024-12-07,2024-12-28,Resolved,21,OTHER,Other,CLOSED,TXN008864
DISP00525,TXN019572,Merchant Error,2024-10-01,2024-10-25,Resolved,24,OTHER,Other,CLOSED,TXN019572
DISP00526,TXN015110,Unauthorized,2024-12-03,2024-12-23,Resolved,20,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN015110
DISP00527,TXN_DUP000640,Duplicate Charge,2024-12-25,2025-01-29,Resolved,35,DUPLICATE_CHARGE,Billing,CLOSED,TXN008216
DISP00528,TXN018090,Unauthorized,2024-06-16,2024-06-27,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018090
DISP00529,TXN013160,Merchant Error,2024-03-04,2024-03-30,Resolved,26,OTHER,Other,CLOSED,TXN013160
DISP00530,TXN000636,Unauthorized,2024-12-15,2024-12-28,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN000636
DISP00531,TXN011338,Merchant Error,2024-03-14,2024-04-07,Resolved,24,OTHER,Other,CLOSED,TXN011338
DISP00532,TXN008534,Merchant Error,2024-03-27,2024-04-23,Resolved,27,OTHER,Other,CLOSED,TXN008534
DISP00533,TXN002151,Merchant Error,2024-03-15,2024-04-05,Resolved,21,OTHER,Other,CLOSED,TXN002151
DISP00534,TXN016726,Unauthorized,2024-12-12,2024-12-22,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016726
DISP00535,TXN019909,Unauthorized,2024-03-17,2024-04-06,Resolved,20,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN019909
DISP00536,TXN011723,Duplicate Charge,2024-05-10,2024-06-11,Resolved,32,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000060
DISP00537,TXN003557,Merchant Error,2024-12-09,2024-12-31,Resolved,22,OTHER,Other,CLOSED,TXN003557
DISP00538,TXN007712,Unauthorized,2024-12-26,2025-01-11,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN007712
DISP00539,TXN002344,Merchant Error,2024-12-05,2024-12-26,Resolved,21,OTHER,Other,CLOSED,TXN002344
DISP00540,TXN008328,Merchant Error,2024-12-11,2025-01-10,Resolved,30,OTHER,Other,CLOSED,TXN008328
DISP00541,TXN_DUP001656,Duplicate Charge,2024-05-02,2024-06-04,Resolved,33,DUPLICATE_CHARGE,Billing,CLOSED,TXN014473
DISP00542,TXN003549,Unauthorized,2024-05-22,2024-06-09,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003549
DISP00543,TXN002165,Merchant Error,2024-09-23,2024-10-18,Resolved,25,OTHER,Other,CLOSED,TXN002165
DISP00544,TXN006351,Unauthorized,2024-10-21,2024-11-03,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006351
DISP00545,TXN013692,Unauthorized,2024-12-04,2024-12-18,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN013692
DISP00546,TXN007488,Merchant Error,2024-09-13,2024-10-09,Resolved,26,OTHER,Other,CLOSED,TXN007488
DISP00547,TXN012386,Unauthorized,2024-08-12,2024-08-31,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012386
DISP00548,TXN_DUP001010,Duplicate Charge,2024-11-16,2024-12-19,Resolved,33,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001010
DISP00549,TXN011076,Merchant Error,2024-04-06,2024-04-30,Resolved,24,OTHER,Other,CLOSED,TXN011076
DISP00550,TXN007056,Unauthorized,2024-10-11,2024-10-28,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN007056
DISP00551,TXN001402,Unauthorized,2024-11-14,2024-12-04,Resolved,20,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN001402
DISP00552,TXN009813,Merchant Error,2024-08-02,2024-08-22,Resolved,20,OTHER,Other,CLOSED,TXN009813
DISP00553,TXN018987,Unauthorized,2024-06-04,2024-06-20,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN018987
DISP00554,TXN016303,Duplicate Charge,2024-01-10,2024-02-11,Resolved,32,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001098
DISP00555,TXN008090,Unauthorized,2024-09-26,2024-10-11,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008090
DISP00556,TXN012497,Merchant Error,2024-06-10,2024-06-30,Resolved,20,OTHER,Other,CLOSED,TXN012497
DISP00557,TXN015584,Unauthorized,2024-12-18,2025-01-06,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN015584
DISP00558,TXN019269,Merchant Error,2024-12-12,2025-01-07,Resolved,26,OTHER,Other,CLOSED,TXN019269
DISP00559,TXN009055,Duplicate Charge,2024-10-26,2024-12-07,Resolved,42,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000453
DISP00560,TXN017162,Duplicate Charge,2024-05-01,2024-06-03,Resolved,33,DUPLICATE_CHARGE,Billing,CLOSED,TXN017162
DISP00561,TXN010214,Merchant Error,2024-05-06,2024-05-27,Resolved,21,OTHER,Other,CLOSED,TXN010214
DISP00562,TXN012781,Unauthorized,2024-08-17,2024-09-06,Resolved,20,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012781
DISP00563,TXN006183,Merchant Error,2024-07-16,2024-08-10,Resolved,25,OTHER,Other,CLOSED,TXN006183
DISP00564,TXN007365,Merchant Error,2024-03-10,2024-04-04,Resolved,25,OTHER,Other,CLOSED,TXN007365
DISP00565,TXN005619,Merchant Error,2024-03-25,2024-04-17,Resolved,23,OTHER,Other,CLOSED,TXN005619
DISP00566,TXN_DUP000508,Duplicate Charge,2024-12-07,2025-01-15,Resolved,39,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP000508
DISP00567,TXN005676,Merchant Error,2024-10-01,2024-10-27,Resolved,26,OTHER,Other,CLOSED,TXN005676
DISP00568,TXN011462,Merchant Error,2024-02-15,2024-03-16,Resolved,30,OTHER,Other,CLOSED,TXN011462
DISP00569,TXN012130,Unauthorized,2024-12-03,2024-12-19,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012130
DISP00570,TXN011494,Merchant Error,2024-06-02,2024-06-28,Resolved,26,OTHER,Other,CLOSED,TXN011494
DISP00571,TXN006390,Unauthorized,2024-01-05,2024-01-24,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006390
DISP00572,TXN015112,Merchant Error,2024-03-13,2024-04-09,Resolved,27,OTHER,Other,CLOSED,DUP-TXN015112-1
DISP00573,TXN008313,Merchant Error,2024-07-11,2024-08-08,Resolved,28,OTHER,Other,CLOSED,TXN008313
DISP00574,TXN_DUP001722,Duplicate Charge,2024-07-27,2024-08-30,Resolved,34,DUPLICATE_CHARGE,Billing,CLOSED,TXN012402
DISP00575,TXN013046,Merchant Error,2024-04-04,2024-05-02,Resolved,28,OTHER,Other,CLOSED,TXN013046
DISP00576,TXN015035,Merchant Error,2024-07-25,2024-08-21,Resolved,27,OTHER,Other,CLOSED,TXN015035
DISP00577,TXN015287,Merchant Error,2024-12-14,2025-01-05,Resolved,22,OTHER,Other,CLOSED,TXN015287
DISP00578,TXN010841,Merchant Error,2024-07-22,2024-08-19,Resolved,28,OTHER,Other,CLOSED,TXN010841
DISP00579,TXN003509,Unauthorized,2024-11-11,2024-11-22,Resolved,11,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003509
DISP00580,TXN019931,Merchant Error,2024-02-19,2024-03-10,Resolved,20,OTHER,Other,CLOSED,TXN019931
DISP00581,TXN008088,Merchant Error,2024-12-20,2025-01-15,Resolved,26,OTHER,Other,CLOSED,TXN008088
DISP00582,TXN019151,Duplicate Charge,2024-12-16,2025-01-26,Resolved,41,DUPLICATE_CHARGE,Billing,CLOSED,TXN019151
DISP00583,TXN011455,Unauthorized,2024-12-12,2024-12-29,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN011455
DISP00584,TXN008554,Unauthorized,2024-10-11,2024-10-28,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008554
DISP00585,TXN008697,Unauthorized,2024-11-16,2024-12-02,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008697
DISP00586,TXN005445,Unauthorized,2024-05-09,2024-05-24,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN005445
DISP00587,TXN005101,Unauthorized,2024-09-04,2024-09-19,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN005101
DISP00588,TXN015219,Merchant Error,2024-02-19,2024-03-14,Resolved,24,OTHER,Other,CLOSED,TXN015219
DISP00589,TXN011102,Merchant Error,2024-07-08,2024-08-03,Resolved,26,OTHER,Other,CLOSED,TXN011102
DISP00590,TXN006803,Duplicate Charge,2024-03-19,2024-04-26,Resolved,38,DUPLICATE_CHARGE,Billing,CLOSED,TXN006803
DISP00591,TXN017139,Duplicate Charge,2024-12-20,2025-01-29,Resolved,40,DUPLICATE_CHARGE,Billing,CLOSED,TXN_DUP001373
DISP00592,TXN009526,Unauthorized,2024-12-07,2024-12-25,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN009526
DISP00593,TXN001280,Unauthorized,2024-01-07,2024-01-20,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN001280
DISP00594,TXN013563,Merchant Error,2024-12-12,2025-01-05,Resolved,24,OTHER,Other,CLOSED,TXN013563
DISP00595,TXN012249,Unauthorized,2024-08-20,2024-09-02,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012249
DISP00596,TXN005617,Unauthorized,2024-11-19,2024-12-07,Resolved,18,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN005617
DISP00597,TXN001107,Merchant Error,2024-08-25,2024-09-15,Resolved,21,OTHER,Other,CLOSED,TXN001107
DISP00598,TXN004406,Merchant Error,2024-12-24,2025-01-21,Resolved,28,OTHER,Other,CLOSED,TXN004406
DISP00599,TXN008419,Merchant Error,2024-06-14,2024-07-07,Resolved,23,OTHER,Other,CLOSED,TXN008419
DISP00600,TXN003748,Merchant Error,2024-08-18,2024-09-15,Resolved,28,OTHER,Other,CLOSED,TXN003748
DISP00601,TXN008713,Unauthorized,2024-06-03,2024-06-13,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008713
DISP00602,TXN007081,Merchant Error,2024-11-10,2024-12-09,Resolved,29,OTHER,Other,CLOSED,TXN007081
DISP00603,TXN010692,Merchant Error,2024-05-21,2024-06-13,Resolved,23,OTHER,Other,CLOSED,TXN010692
DISP00604,TXN008169,Unauthorized,2024-11-21,2024-12-05,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN008169
DISP00605,TXN013335,Unauthorized,2024-12-04,2024-12-14,Resolved,10,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN013335
DISP00606,TXN016212,Unauthorized,2024-04-10,2024-04-22,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN016212
DISP00607,TXN006092,Unauthorized,2024-04-04,2024-04-18,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN006092
DISP00608,TXN003424,Unauthorized,2024-12-15,2025-01-03,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003424
DISP00609,TXN003768,Unauthorized,2024-06-11,2024-06-26,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN003768
DISP00610,TXN003488,Merchant Error,2024-03-18,2024-04-11,Resolved,24,OTHER,Other,CLOSED,TXN003488
DISP00611,TXN013119,Merchant Error,2024-06-24,2024-07-21,Resolved,27,OTHER,Other,CLOSED,TXN013119
DISP00612,TXN007607,Merchant Error,2024-01-04,2024-01-27,Resolved,23,OTHER,Other,CLOSED,TXN007607
DISP00613,TXN012387,Unauthorized,2024-09-16,2024-09-30,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012387
DISP00614,TXN019284,Unauthorized,2024-12-26,2025-01-12,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN019284
DISP00615,TXN005718,Merchant Error,2024-05-20,2024-06-11,Resolved,22,OTHER,Other,CLOSED,TXN005718
DISP00616,TXN001977,Unauthorized,2024-06-13,2024-06-25,Resolved,12,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN001977
DISP00617,TXN_DUP000272,Duplicate Charge,2024-12-20,2025-01-20,Resolved,31,DUPLICATE_CHARGE,Billing,CLOSED,TXN010250
DISP00618,TXN012011,Merchant Error,2024-06-06,2024-07-06,Resolved,30,OTHER,Other,CLOSED,TXN012011
DISP00619,TXN014334,Merchant Error,2024-08-07,2024-08-30,Resolved,23,OTHER,Other,CLOSED,TXN014334
DISP00620,TXN017707,Merchant Error,2024-11-01,2024-11-30,Resolved,29,OTHER,Other,CLOSED,TXN017707
DISP00621,TXN009513,Merchant Error,2024-12-05,2024-12-28,Resolved,23,OTHER,Other,CLOSED,TXN009513
DISP00622,TXN008200,Merchant Error,2024-01-11,2024-02-10,Resolved,30,OTHER,Other,CLOSED,TXN008200
DISP00623,TXN015725,Unauthorized,2024-12-15,2024-12-29,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN015725
DISP00624,TXN013676,Merchant Error,2024-04-24,2024-05-22,Resolved,28,OTHER,Other,CLOSED,TXN013676
DISP00625,TXN012994,Unauthorized,2024-02-09,2024-02-26,Resolved,17,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN012994
DISP00626,TXN017730,Merchant Error,2024-04-23,2024-05-20,Resolved,27,OTHER,Other,CLOSED,TXN017730
DISP00627,TXN015578,Unauthorized,2024-04-24,2024-05-13,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN015578
DISP00628,TXN015363,Merchant Error,2024-05-13,2024-06-07,Resolved,25,OTHER,Other,CLOSED,TXN015363
DISP00629,TXN018203,Merchant Error,2024-09-08,2024-10-01,Resolved,23,OTHER,Other,CLOSED,TXN018203
DISP00630,TXN015199,Merchant Error,2024-06-07,2024-07-01,Resolved,24,OTHER,Other,CLOSED,TXN015199
DISP00631,TXN005115,Unauthorized,2024-12-27,2025-01-11,Resolved,15,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN005115
DISP00632,TXN009720,Unauthorized,2024-03-09,2024-03-23,Resolved,14,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN009720
DISP00633,TXN010141,Merchant Error,2024-07-24,2024-08-18,Resolved,25,OTHER,Other,CLOSED,TXN010141
DISP00634,TXN011247,Merchant Error,2024-06-18,2024-07-14,Resolved,26,OTHER,Other,CLOSED,TXN011247
DISP00635,TXN002542,Merchant Error,2024-03-24,2024-04-14,Resolved,21,OTHER,Other,CLOSED,TXN002542
DISP00636,TXN002623,Merchant Error,2024-12-05,2024-12-26,Resolved,21,OTHER,Other,CLOSED,TXN002623
DISP00637,TXN007472,Merchant Error,2024-12-16,2025-01-12,Resolved,27,OTHER,Other,CLOSED,TXN007472
DISP00638,TXN017184,Merchant Error,2024-02-08,2024-03-09,Resolved,30,OTHER,Other,CLOSED,TXN017184
DISP00639,TXN005059,Unauthorized,2024-12-19,2025-01-08,Resolved,20,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN005059
DISP00640,TXN015098,Merchant Error,2024-03-13,2024-04-10,Resolved,28,OTHER,Other,CLOSED,TXN015098
DISP00641,TXN000909,Unauthorized,2024-12-06,2024-12-25,Resolved,19,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN000909
DISP00642,TXN007790,Unauthorized,2024-02-12,2024-03-03,Resolved,20,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN007790
DISP00643,TXN009964,Merchant Error,2024-02-12,2024-03-05,Resolved,22,OTHER,Other,CLOSED,TXN009964
DISP00644,TXN007088,Merchant Error,2024-12-27,2025-01-18,Resolved,22,OTHER,Other,CLOSED,TXN007088
DISP00645,TXN008300,Merchant Error,2024-11-07,2024-12-03,Resolved,26,OTHER,Other,CLOSED,TXN008300
DISP00646,TXN005862,Unauthorized,2024-06-21,2024-07-07,Resolved,16,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN005862
DISP00647,TXN_DUP001832,Duplicate Charge,2024-05-27,2024-06-28,Resolved,32,DUPLICATE_CHARGE,Billing,CLOSED,TXN005856
DISP00648,TXN015495,Unauthorized,2024-11-18,2024-12-01,Resolved,13,FRAUD_UNAUTHORISED,Fraud,CLOSED,TXN015495
